#EntrezID
3329
5902
5702
3608
7266
10980
3313
10280
940
9230
5705
7098
1026
5720
1978
8662
10574
1232
4193
23198
5709
8683
1973
581
64411
3315
7307
3107
7203
30835
5479
329
85363
10981
3692
5714
4968
6348
213
1647
5901
396
5265
4153
10527
5719
5686
80273
335
10204
3577
3068
3320
3837
22948
10946
6426
4067
1524
10436
3559
6634
4927
3106
2208
6387
998
4150
3586
6880
3558
3326
9531
5727
6349
3566
5685
1192
397
3811
3240
10808
154
23411
4953
6722
3458
9861
10189
6356
7528
10594
5687
5692
6421
6556
10197
330
6347
393
5699
2971
5721
